Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
07/01/2019,FDNY,1. Structural Fires,234,4.00,34.34,34.13,87.33,,,100.07,285.53,277.00,3,16,5,49,,,7,182.5,266.5,3.09,0.14,,,0.51,0.07,0.08,0.89
07/01/2019,FDNY,2. Non-Structural Fires,245,4.20,34.26,39.02,91.64,,,100.87,371.71,368.27,3,18,5,46,,,7,247,339,4.51,0.15,,,0.50,0.07,0.09,0.88
07/01/2019,FDNY,3. Medical Emergencies,"4,136",3.92,233.77,,,76.77,228.57,258.44,547.32,461.43,3,120,,,5,51,6,268.5,406,4.81,0.41,2.06,0.10,3.83,0.07,,
07/01/2019,FDNY,4. Non-Medical Emergencies,"3,075",3.85,119.81,52.76,114.26,,,189.63,509.41,478.27,3,30,5,47,,,7,282,401,5.33,0.18,,,1.93,0.06,0.09,1.03
07/01/2019,NYPD,1. Critical,"1,366",3.91,118.43,,,,,225.16,416.90,401.28,3,91,,,,,59,124,316,3.20,1.78,,,1.91,0.07,,
07/01/2019,NYPD,2. Serious,"2,636",3.84,113.60,,,,,257.47,582.47,556.27,3,88,,,,,71,194,404.5,5.42,2.40,,,1.83,0.06,,
07/01/2019,NYPD,3. Non-Critical,645,3.87,162.76,,,,,569.67,"1,427.39","1,404.44",3,126,,,,,109,389,720,14.30,6.78,,,2.65,0.06,,
07/01/2019,NYPD (Non-CIP),Alarms,"2,715",3.77,124.12,,,,,801.70,"3,260.31","3,251.97",3,107,,,,,265,"1,302","2,004",40.98,11.29,,,2.01,0.06,,
07/01/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,"2,565",4.16,156.22,,,,,"1,056.83","2,848.15","2,839.71",3,135,,,,,269,829,"1,541",29.86,15.01,,,2.53,0.07,,
07/01/2019,NYPD (Non-CIP),Dispute,"5,937",3.73,169.26,,,,,944.87,"3,256.46","3,212.89",3,140,,,,,237,995,"1,694",38.53,12.93,,,2.76,0.06,,
07/01/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,300,3.56,156.36,,,,,622.96,"2,803.44","1,239.08",3,131.5,,,,,131.5,"1,355.5",428.5,36.34,7.78,,,2.55,0.06,,
07/01/2019,NYPD (Non-CIP),Other Crimes (In Progress),"3,186",3.85,153.11,,,,,499.89,"1,229.56","1,221.26",3,120,,,,,109,315.5,637,12.16,5.78,,,2.49,0.06,,
07/01/2019,NYPD (Non-CIP),Past Crime,"3,649",3.90,204.14,,,,,"1,001.78","4,332.10","4,180.92",3,171,,,,,269,"1,800","2,480",55.51,13.29,,,3.34,0.07,,
07/01/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,187,4.17,102.53,,,,,609.83,"1,857.23","1,857.23",3,79,,,,,165,675,"1,145",20.79,8.46,,,1.64,0.07,,
07/01/2019,NYPD (Non-CIP),Possible Crimes,"8,801",3.90,148.31,,,,,852.12,"3,297.39","3,155.42",3,115,,,,,236,"1,168","1,738",40.75,11.73,,,2.41,0.06,,
07/01/2019,NYPD (Non-CIP),Vehicle Accident,"3,247",3.93,169.65,,,,,"1,010.88","4,398.66","4,335.71",3,146,,,,,331,"2,128","3,015",56.46,14.02,,,2.76,0.07,,
06/24/2019,EMS,1. Life Threating Med Emergencies,"10,284",4.36,80.70,,,89.37,152.25,206.72,627.39,544.04,3,82,,,17,38,87.5,372,476.5,7.01,2.10,1.07,0.18,1.27,0.07,,
06/24/2019,EMS,2. Non-Life Threatening Med Emergencies,"14,227",4.37,98.88,,,110.02,171.84,360.15,"1,034.54",909.13,3,91,,,16,40.5,97.5,554,679.5,11.24,4.35,1.05,0.22,1.58,0.07,,
06/24/2019,FDNY,1. Structural Fires,251,4.25,33.31,39.18,91.09,,,99.72,293.19,290.38,3,16,5,49,,,7,189,274,3.22,0.14,,,0.48,0.07,0.10,0.87
06/24/2019,FDNY,2. Non-Structural Fires,200,4.80,37.06,36.79,92.59,,,107.70,365.38,361.10,3,17,5,46,,,8,233,329,4.29,0.16,,,0.54,0.08,0.09,0.93
06/24/2019,FDNY,3. Medical Emergencies,"4,208",4.31,242.23,,,77.20,236.89,269.52,566.65,483.35,3,123,,,5,51,6,270,413,4.95,0.45,1.91,0.09,3.96,0.07,,
06/24/2019,FDNY,4. Non-Medical Emergencies,"3,274",4.50,156.04,56.31,117.88,,,225.60,559.45,522.17,3,33,5,47,,,7.5,292,413,5.56,0.19,,,2.53,0.07,0.09,1.03
06/24/2019,NYPD,1. Critical,"1,387",4.10,119.39,,,,,224.30,422.44,406.53,3,89,,,,,57,131,321,3.30,1.75,,,1.92,0.07,,
06/24/2019,NYPD,2. Serious,"2,710",4.07,118.01,,,,,263.26,645.49,619.26,3,93,,,,,72,215,434,6.37,2.42,,,1.90,0.07,,
06/24/2019,NYPD,3. Non-Critical,644,4.37,169.38,,,,,596.90,"1,505.57","1,494.49",3,136.5,,,,,133,408.5,818.5,15.14,7.13,,,2.75,0.07,,
06/24/2019,NYPD (Non-CIP),Alarms,"2,764",4.26,127.22,,,,,819.64,"3,594.82","3,594.09",3,108,,,,,301,"1,469.5","2,159.5",46.25,11.54,,,2.05,0.07,,
06/24/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,834",4.16,166.58,,,,,900.84,"3,040.84","3,021.46",3,142,,,,,254.5,973.5,"1,682",35.67,12.24,,,2.71,0.07,,
06/24/2019,NYPD (Non-CIP),Dispute,"5,725",4.07,173.72,,,,,960.59,"3,478.75","3,452.92",3,143,,,,,269,"1,109","1,917",41.97,13.11,,,2.83,0.07,,
06/24/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,301,4.57,157.77,,,,,554.08,"2,561.90","1,085.14",3,134,,,,,123,"1,120",462,33.46,6.61,,,2.55,0.08,,
06/24/2019,NYPD (Non-CIP),Other Crimes (In Progress),"3,388",4.18,155.22,,,,,469.65,"1,167.64","1,164.98",3,122,,,,,112,336,674,11.63,5.24,,,2.52,0.07,,
06/24/2019,NYPD (Non-CIP),Past Crime,"3,777",4.47,203.78,,,,,"1,094.64","4,765.16","4,651.58",3,173,,,,,329,"2,071","2,932",61.18,14.85,,,3.32,0.07,,
06/24/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,201,4.20,99.88,,,,,501.78,"1,901.87","1,901.87",3,79,,,,,130,816,"1,359",23.33,6.70,,,1.59,0.07,,
06/24/2019,NYPD (Non-CIP),Possible Crimes,"9,440",4.21,151.76,,,,,869.84,"3,491.99","3,326.94",3,119,,,,,259,"1,292","1,904",43.70,11.97,,,2.46,0.07,,
06/24/2019,NYPD (Non-CIP),Vehicle Accident,"4,194",4.60,171.86,,,,,"1,105.40","4,881.86","4,794.71",3,145,,,,,398.5,"2,349.5","3,331.5",62.94,15.56,,,2.79,0.08,,
06/17/2019,EMS,1. Life Threating Med Emergencies,"9,795",4.08,76.50,,,83.71,150.05,189.74,599.34,525.78,3,79,,,15.5,39,85,367,466.25,6.83,1.89,1.13,0.15,1.21,0.07,,
06/17/2019,EMS,2. Non-Life Threatening Med Emergencies,"13,854",4.02,94.28,,,103.68,167.94,282.22,917.12,805.53,3,88,,,14.5,41,92,528.25,621,10.58,3.13,1.09,0.19,1.50,0.07,,
06/17/2019,FDNY,1. Structural Fires,222,4.01,32.95,36.18,91.26,,,101.52,300.32,298.71,3,17.5,5,46,,,6,194,293,3.31,0.13,,,0.48,0.07,0.10,0.92
06/17/2019,FDNY,2. Non-Structural Fires,145,4.52,33.12,35.95,124.48,,,134.45,378.12,369.98,3,18,5,43,,,7,231,321,4.06,0.16,,,0.48,0.08,0.08,1.48
06/17/2019,FDNY,3. Medical Emergencies,"3,882",4.04,236.52,,,75.55,231.23,260.42,554.83,464.79,3,121.5,,,5,52,6,270,408,4.91,0.40,2.03,0.09,3.87,0.07,,
06/17/2019,FDNY,4. Non-Medical Emergencies,"2,943",4.18,163.04,55.23,110.76,,,227.06,543.07,508.28,3,33,5,45,,,7,283,401,5.27,0.18,,,2.65,0.07,0.09,0.93
06/17/2019,NYPD,1. Critical,"1,247",3.85,115.89,,,,,212.52,424.10,404.72,3,90,,,,,55,144,326,3.53,1.61,,,1.87,0.06,,
06/17/2019,NYPD,2. Serious,"2,523",4.01,119.01,,,,,245.18,572.94,556.02,3,90,,,,,65,198,408,5.46,2.10,,,1.92,0.07,,
06/17/2019,NYPD (Non-CIP),Alarms,"2,575",3.92,128.49,,,,,715.36,"3,242.52","3,242.03",3,111,,,,,277,"1,376","2,039",42.12,9.78,,,2.08,0.07,,
06/17/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,703",3.96,160.96,,,,,774.19,"2,616.26","2,604.24",3,136,,,,,217,859,"1,499",30.70,10.22,,,2.62,0.07,,
06/17/2019,NYPD (Non-CIP),Dispute,"5,746",3.90,168.94,,,,,826.62,"3,167.01","3,155.39",3,138,,,,,213,"1,086.5","1,781",39.01,10.96,,,2.75,0.07,,
06/17/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,323,4.86,164.74,,,,,565.81,"2,916.35","1,265.73",3,136,,,,,118,"1,289",433,39.18,6.68,,,2.66,0.08,,
06/17/2019,NYPD (Non-CIP),Investigate/Possible Crime,1,3.00,90.00,,,,,104.00,"1,259.00","1,259.00",3,87,,,,,14,"1,155","1,259",19.25,0.23,,,1.45,0.05,,
06/17/2019,NYPD (Non-CIP),Other Crimes (In Progress),"3,264",3.94,154.70,,,,,438.69,"1,104.63","1,098.08",3,123,,,,,101,336,659.5,11.10,4.73,,,2.51,0.07,,
06/17/2019,NYPD (Non-CIP),Past Crime,"3,638",4.15,207.83,,,,,953.92,"4,472.91","4,376.71",3,173,,,,,277,"1,951.5","2,713.5",58.65,12.43,,,3.39,0.07,,
06/17/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,176,4.19,95.68,,,,,533.86,"1,779.74","1,733.45",3,75,,,,,134.5,733,"1,204.5",20.76,7.30,,,1.52,0.07,,
06/17/2019,NYPD (Non-CIP),Possible Crimes,"8,944",3.93,148.34,,,,,782.01,"3,382.24","3,263.01",3,114,,,,,227,"1,287","1,849",43.34,10.56,,,2.41,0.07,,
06/17/2019,NYPD (Non-CIP),Vehicle Accident,"3,929",4.23,170.95,,,,,934.87,"4,379.88","4,313.54",3,144,,,,,324,"2,202","3,086",57.42,12.73,,,2.78,0.07,,
06/10/2019,EMS,1. Life Threating Med Emergencies,"9,502",3.95,75.43,,,82.31,150.22,188.52,595.73,520.66,3,78,,,15,39.5,86,369.5,467.5,6.79,1.88,1.16,0.14,1.19,0.07,,
06/10/2019,EMS,2. Non-Life Threatening Med Emergencies,"13,628",3.92,93.96,,,102.95,168.63,255.51,863.46,761.38,3,86.5,,,14.5,42,90,515.75,604.5,10.13,2.69,1.12,0.19,1.50,0.07,,
06/10/2019,FDNY,1. Structural Fires,241,3.81,31.68,31.97,81.91,,,93.23,296.72,292.61,3,17,5,45,,,6,195,283,3.39,0.13,,,0.46,0.06,0.09,0.83
06/10/2019,FDNY,2. Non-Structural Fires,152,3.55,34.72,36.84,87.79,,,99.88,365.82,355.16,3,17,5,46,,,7,250,342,4.43,0.17,,,0.52,0.06,0.08,0.85
06/10/2019,FDNY,3. Medical Emergencies,"3,672",3.90,233.59,,,76.11,228.35,260.60,547.99,468.84,3,123,,,5,53,6,269,408,4.79,0.45,1.76,0.10,3.83,0.06,,
06/10/2019,FDNY,4. Non-Medical Emergencies,"2,542",3.89,136.55,56.69,110.43,,,200.03,518.26,478.15,3,35,5,46,,,7,279,400,5.30,0.20,,,2.21,0.06,0.09,0.90
06/10/2019,NYPD,1. Critical,"1,184",3.91,119.66,,,,,214.02,434.02,417.16,3,93,,,,,53,141.5,319,3.67,1.57,,,1.93,0.07,,
06/10/2019,NYPD,2. Serious,"2,532",3.84,114.65,,,,,232.41,555.86,529.98,3,87,,,,,67,196,405,5.39,1.96,,,1.85,0.06,,
06/10/2019,NYPD,3. Non-Critical,650,3.72,173.57,,,,,475.87,"1,266.84","1,259.72",3,142.5,,,,,107.5,352,689.5,13.18,5.04,,,2.83,0.06,,
06/10/2019,NYPD (Non-CIP),Alarms,"2,362",3.82,123.41,,,,,738.30,"3,297.50","3,297.50",3,104,,,,,282,"1,350.5","2,006",42.65,10.25,,,1.99,0.06,,
06/10/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,749",3.78,165.48,,,,,763.96,"2,560.68","2,551.17",3,142,,,,,222,836,"1,489",29.95,9.97,,,2.70,0.06,,
06/10/2019,NYPD (Non-CIP),Dispute,"5,570",3.74,167.29,,,,,840.76,"3,153.19","3,131.03",3,137,,,,,229,"1,025.5","1,743.5",38.54,11.22,,,2.73,0.06,,
06/10/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,291,3.99,158.15,,,,,452.21,"2,753.52","1,350.16",3,130,,,,,93,"1,268",444,38.36,4.90,,,2.57,0.07,,
06/10/2019,NYPD (Non-CIP),Investigate/Possible Crime,3,8.00,140.33,,,,,"1,667.67","2,714.67","2,714.67",4,125,,,,,"2,021","1,347","2,114",17.45,25.46,,,2.21,0.13,,
06/10/2019,NYPD (Non-CIP),Other Crimes (In Progress),"3,169",3.87,156.49,,,,,410.65,"1,114.03","1,108.81",3,126,,,,,101,333,653,11.72,4.24,,,2.54,0.06,,
06/10/2019,NYPD (Non-CIP),Past Crime,"3,514",3.88,204.12,,,,,965.92,"4,365.94","4,259.43",3,171,,,,,291,"1,996.5","2,763.5",56.67,12.70,,,3.34,0.06,,
06/10/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,183,4.16,102.18,,,,,585.94,"1,920.77","1,908.40",3,79,,,,,138,781,"1,239",22.25,8.06,,,1.63,0.07,,
06/10/2019,NYPD (Non-CIP),Possible Crimes,"8,442",3.78,147.34,,,,,789.43,"3,530.34","3,417.37",3,112,,,,,243,"1,314","1,923.5",45.68,10.70,,,2.39,0.06,,
06/10/2019,NYPD (Non-CIP),Vehicle Accident,"3,842",3.94,168.50,,,,,967.37,"4,498.73","4,413.58",3,142,,,,,340,"2,180","3,020.5",58.86,13.31,,,2.74,0.07,,
06/03/2019,EMS,1. Life Threating Med Emergencies,"9,959",4.08,78.32,,,85.93,151.55,203.31,620.13,537.69,3,80.5,,,16.5,39,89,364.5,472.25,6.95,2.08,1.12,0.16,1.24,0.07,,
06/03/2019,EMS,2. Non-Life Threatening Med Emergencies,"13,651",4.06,98.04,,,108.49,172.12,331.06,983.08,859.45,3,89,,,15.5,42,96.5,538.5,645.5,10.87,3.88,1.08,0.21,1.57,0.07,,
06/03/2019,FDNY,1. Structural Fires,228,3.75,27.91,33.07,84.82,,,92.69,291.58,288.70,3,16,5,48,,,7,193,276.5,3.31,0.13,,,0.40,0.06,0.09,0.86
06/03/2019,FDNY,2. Non-Structural Fires,164,4.35,565.07,35.12,88.85,,,629.87,894.99,883.26,4,17,5,47,,,7,244,329.5,4.42,0.14,,,9.35,0.07,0.10,0.90
06/03/2019,FDNY,3. Medical Emergencies,"3,830",4.15,249.79,,,77.34,244.26,277.75,567.16,480.45,3,123,,,5,52,6,269,411,4.82,0.47,2.10,0.10,4.09,0.07,,
06/03/2019,FDNY,4. Non-Medical Emergencies,"2,596",4.15,142.63,54.55,113.72,,,209.17,527.79,488.18,3,33,5,46,,,7,280,402.5,5.31,0.19,,,2.31,0.07,0.09,0.99
06/03/2019,NYPD,1. Critical,"1,157",4.08,120.03,,,,,210.73,421.60,410.81,3,91,,,,,55,130,317,3.51,1.51,,,1.93,0.07,,
06/03/2019,NYPD,2. Serious,"2,501",4.06,120.08,,,,,240.90,590.08,565.54,3,92,,,,,68,198,407,5.82,2.01,,,1.93,0.07,,
06/03/2019,NYPD,3. Non-Critical,673,3.97,167.83,,,,,442.72,"1,221.75","1,208.24",3,137,,,,,121,368,750,12.98,4.58,,,2.73,0.07,,
06/03/2019,NYPD (Non-CIP),Alarms,"2,352",3.99,125.32,,,,,730.25,"3,358.92","3,358.26",3,107,,,,,278.5,"1,414","2,089.5",43.81,10.08,,,2.02,0.07,,
06/03/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,847",4.18,166.75,,,,,778.60,"2,748.28","2,741.17",3,143,,,,,236,934,"1,608",32.83,10.20,,,2.71,0.07,,
06/03/2019,NYPD (Non-CIP),Dispute,"5,593",4.03,171.47,,,,,822.78,"3,139.36","3,105.25",3,143,,,,,224,"1,018","1,748",38.61,10.86,,,2.79,0.07,,
06/03/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,315,4.42,153.03,,,,,433.98,"2,466.73","1,221.68",3,130,,,,,101,"1,257",450,33.88,4.68,,,2.48,0.07,,
06/03/2019,NYPD (Non-CIP),Investigate/Possible Crime,2,23.50,215.50,,,,,"1,100.00","2,602.50","2,602.50",23.5,192,,,,,884.5,"1,502.5","2,602.5",25.04,14.74,,,3.20,0.39,,
06/03/2019,NYPD (Non-CIP),Other Crimes (In Progress),"3,445",4.05,151.91,,,,,406.59,"1,081.36","1,073.30",3,121,,,,,102,326,642,11.25,4.24,,,2.46,0.07,,
06/03/2019,NYPD (Non-CIP),Past Crime,"3,392",4.09,204.92,,,,,958.05,"4,451.16","4,349.62",3,173,,,,,273.5,"1,895","2,641",58.22,12.55,,,3.35,0.07,,
06/03/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,200,4.29,106.48,,,,,480.20,"1,661.77","1,661.26",3,82,,,,,140.5,825.5,"1,194.5",19.69,6.23,,,1.70,0.07,,
06/03/2019,NYPD (Non-CIP),Possible Crimes,"8,775",3.99,149.38,,,,,783.88,"3,394.67","3,285.07",3,114,,,,,230,"1,260","1,861",43.51,10.57,,,2.42,0.07,,
06/03/2019,NYPD (Non-CIP),Vehicle Accident,"3,820",4.11,172.72,,,,,"1,007.72","4,615.76","4,522.39",3,144,,,,,354,"2,324.5","3,140",60.13,13.92,,,2.81,0.07,,
05/27/2019,EMS,1. Life Threating Med Emergencies,"9,855",4.08,74.70,,,81.84,149.86,211.11,629.98,548.89,3,77.5,,,16,39,89.5,371,465.5,6.98,2.27,1.16,0.15,1.18,0.07,,
05/27/2019,EMS,2. Non-Life Threatening Med Emergencies,"13,351",4.05,90.96,,,100.50,165.94,377.71,"1,040.97",906.47,3,85,,,15.5,42,98,548,632.5,11.05,4.78,1.11,0.19,1.45,0.07,,
05/27/2019,FDNY,1. Structural Fires,231,3.95,29.47,33.72,86.48,,,94.73,289.15,286.63,3,18,5,49,,,7,187,279,3.24,0.13,,,0.43,0.07,0.09,0.88
05/27/2019,FDNY,2. Non-Structural Fires,148,3.73,64.42,37.68,88.54,,,128.16,391.54,380.16,3,17,5,42,,,7,251,344.5,4.39,0.16,,,1.01,0.06,0.08,0.85
05/27/2019,FDNY,3. Medical Emergencies,"3,919",4.06,260.14,,,74.33,254.42,287.92,576.86,494.84,3,122,,,5,54,6,270,412,4.82,0.46,2.25,0.09,4.27,0.07,,
05/27/2019,FDNY,4. Non-Medical Emergencies,"2,746",4.07,147.76,52.88,105.57,,,209.02,527.85,490.83,3,30,5,46,,,7,278,399,5.31,0.17,,,2.39,0.07,0.09,0.88
05/27/2019,NYPD,1. Critical,"1,152",4.07,113.63,,,,,205.48,407.91,398.19,3,82,,,,,57,135.5,313.5,3.37,1.53,,,1.83,0.07,,
05/27/2019,NYPD,2. Serious,"2,657",4.05,112.45,,,,,245.91,576.67,548.91,3,85,,,,,68,201,409,5.51,2.22,,,1.81,0.07,,
05/27/2019,NYPD,3. Non-Critical,687,4.24,160.21,,,,,524.10,"1,295.67","1,279.31",3,134,,,,,119,363,687,12.86,6.06,,,2.60,0.07,,
05/27/2019,NYPD (Non-CIP),Alarms,"2,435",3.94,120.91,,,,,714.16,"3,115.25","3,113.00",3,104,,,,,281,"1,285","1,919",40.02,9.89,,,1.95,0.07,,
05/27/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,747",4.10,160.07,,,,,735.79,"2,603.91","2,580.66",3,139,,,,,239,858,"1,488",31.14,9.60,,,2.60,0.07,,
05/27/2019,NYPD (Non-CIP),Dispute,"5,696",4.01,162.93,,,,,830.78,"3,079.59","3,054.75",3,136,,,,,225.5,987,"1,686",37.48,11.13,,,2.65,0.07,,
05/27/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,257,4.37,152.38,,,,,477.41,"2,520.03","1,191.48",3,126,,,,,98,"1,153",439,34.04,5.42,,,2.47,0.07,,
05/27/2019,NYPD (Non-CIP),Investigate/Possible Crime,4,3.50,101.75,,,,,609.50,"3,872.75","3,872.75",4,86,,,,,75.5,"2,399","2,541.5",54.39,8.46,,,1.64,0.06,,
05/27/2019,NYPD (Non-CIP),Other Crimes (In Progress),"3,469",4.02,146.27,,,,,418.31,"1,096.24","1,088.44",3,116,,,,,105,323,636,11.30,4.53,,,2.37,0.07,,
05/27/2019,NYPD (Non-CIP),Past Crime,"3,342",4.09,195.39,,,,,910.84,"4,364.85","4,249.15",3,167,,,,,268,"1,892.5","2,633",57.57,11.92,,,3.19,0.07,,
05/27/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,190,4.43,103.09,,,,,479.11,"1,647.41","1,644.99",3,83,,,,,128,681.5,"1,228.5",19.47,6.27,,,1.64,0.07,,
05/27/2019,NYPD (Non-CIP),Possible Crimes,"8,773",4.02,143.06,,,,,779.58,"3,289.14","3,183.99",3,110,,,,,225,"1,254","1,845",41.83,10.61,,,2.32,0.07,,
05/27/2019,NYPD (Non-CIP),Vehicle Accident,"3,592",4.20,165.94,,,,,923.88,"4,235.91","4,146.53",3,142,,,,,326,"2,076","2,859.5",55.20,12.63,,,2.70,0.07,,
05/20/2019,EMS,1. Life Threating Med Emergencies,"9,860",3.88,73.51,,,80.11,147.55,217.76,646.64,559.13,3,77.5,,,16.5,39,92,382.5,472.75,7.15,2.40,1.15,0.14,1.16,0.06,,
05/20/2019,EMS,2. Non-Life Threatening Med Emergencies,"13,807",3.86,92.70,,,102.14,168.27,435.80,"1,123.11",965.80,3,86.5,,,16,41.5,106.5,565.5,654.5,11.46,5.72,1.13,0.19,1.48,0.06,,
05/20/2019,FDNY,1. Structural Fires,221,3.78,28.31,33.25,90.66,,,98.58,293.79,292.13,3,16,5,50,,,7,183,283,3.25,0.13,,,0.41,0.06,0.09,0.96
05/20/2019,FDNY,2. Non-Structural Fires,219,3.83,28.09,32.26,89.39,,,99.00,365.95,361.47,3,16,5,45,,,7,249,329,4.45,0.15,,,0.40,0.06,0.08,0.95
05/20/2019,FDNY,3. Medical Emergencies,"3,894",3.88,265.57,,,74.17,259.75,294.74,585.53,493.13,3,121.5,,,5,52,6,269,409,4.85,0.49,2.19,0.08,4.36,0.06,,
05/20/2019,FDNY,4. Non-Medical Emergencies,"2,753",3.94,145.85,52.91,113.98,,,215.36,530.65,485.53,3,33,5,47,,,7,280,401,5.25,0.19,,,2.37,0.07,0.09,1.02
05/20/2019,NYPD,1. Critical,"1,135",3.69,111.70,,,,,202.55,394.25,373.51,3,86,,,,,53,134,308,3.19,1.51,,,1.80,0.06,,
05/20/2019,NYPD,2. Serious,"2,699",3.82,111.82,,,,,235.44,557.83,534.92,3,85,,,,,65,192,390,5.37,2.06,,,1.80,0.06,,
05/20/2019,NYPD,3. Non-Critical,652,3.75,163.91,,,,,449.54,"1,223.64","1,205.90",3,139,,,,,109.5,390.5,741,12.90,4.76,,,2.67,0.06,,
05/20/2019,NYPD (Non-CIP),Alarms,"2,679",3.74,121.62,,,,,725.96,"3,233.28","3,232.75",3,104,,,,,294,"1,351","2,047",41.79,10.07,,,1.96,0.06,,
05/20/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,861",3.83,163.70,,,,,733.55,"2,584.19","2,541.17",3,144,,,,,220,825,"1,456",30.84,9.50,,,2.66,0.06,,
05/20/2019,NYPD (Non-CIP),Dispute,"5,716",3.73,167.37,,,,,805.86,"3,035.32","3,009.26",3,141,,,,,218,992,"1,659",37.16,10.64,,,2.73,0.06,,
05/20/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,337,4.05,150.51,,,,,463.06,"2,723.42","1,244.87",3,125,,,,,123,"1,277",419,37.67,5.21,,,2.44,0.07,,
05/20/2019,NYPD (Non-CIP),Investigate/Possible Crime,3,3.33,234.67,,,,,486.33,"1,094.00","1,094.00",4,124,,,,,265,638,"1,051",10.13,4.19,,,3.86,0.06,,
05/20/2019,NYPD (Non-CIP),Other Crimes (In Progress),"3,307",3.82,149.87,,,,,396.19,"1,021.88","1,019.50",3,121,,,,,97,316,623,10.43,4.11,,,2.43,0.06,,
05/20/2019,NYPD (Non-CIP),Past Crime,"3,511",3.83,199.13,,,,,905.21,"4,294.35","4,200.05",3,172,,,,,272,"1,925","2,646",56.49,11.77,,,3.25,0.06,,
05/20/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,185,3.69,100.61,,,,,523.96,"1,741.59","1,735.41",3,74,,,,,140,613,"1,020",20.29,7.06,,,1.62,0.06,,
05/20/2019,NYPD (Non-CIP),Possible Crimes,"8,649",3.82,145.02,,,,,746.63,"3,254.58","3,135.79",3,111,,,,,233,"1,251","1,803",41.80,10.03,,,2.35,0.06,,
05/20/2019,NYPD (Non-CIP),Vehicle Accident,"3,868",3.88,166.84,,,,,923.27,"4,213.19","4,129.45",3,143,,,,,342.5,"2,137","2,973.5",54.83,12.61,,,2.72,0.06,,
05/13/2019,EMS,1. Life Threating Med Emergencies,"10,072",4.24,74.33,,,80.52,148.99,202.21,629.45,548.28,3,76.75,,,15.5,40,90.5,380.75,469,7.12,2.13,1.17,0.13,1.17,0.07,,
05/13/2019,EMS,2. Non-Life Threatening Med Emergencies,"13,151",4.28,92.30,,,100.97,167.28,370.79,"1,047.49",908.57,3,86,,,15.5,42,99.5,549,628.5,11.28,4.64,1.13,0.18,1.47,0.07,,
05/13/2019,FDNY,1. Structural Fires,238,4.85,27.98,32.98,87.21,,,95.47,284.92,284.57,3,17,5,48,,,7,183,270,3.16,0.14,,,0.39,0.08,0.08,0.90
05/13/2019,FDNY,2. Non-Structural Fires,118,4.25,39.31,35.28,83.16,,,100.25,358.24,350.47,3,17,5,43,,,7,248,331.5,4.30,0.15,,,0.58,0.07,0.09,0.80
05/13/2019,FDNY,3. Medical Emergencies,"3,918",4.22,235.29,,,74.51,230.10,263.59,575.84,473.61,3,119,,,5,51,6,272,409,5.20,0.47,2.09,0.08,3.85,0.07,,
05/13/2019,FDNY,4. Non-Medical Emergencies,"2,700",4.52,172.73,50.23,104.25,,,235.44,548.03,475.58,3,28,5,46,,,7,275,391,5.21,0.19,,,2.80,0.08,0.09,0.90
05/13/2019,NYPD,1. Critical,992,4.48,116.86,,,,,201.55,400.85,395.23,3,88,,,,,52.5,139.5,322,3.32,1.41,,,1.87,0.07,,
05/13/2019,NYPD,2. Serious,"2,482",4.33,116.60,,,,,230.35,561.16,544.09,3,90,,,,,65,195.5,395.5,5.51,1.90,,,1.87,0.07,,
